6	490	694	954	999	2407	2908
6	69	203	280	781	3588	3808
6	219	699	1954	2127	2447	3044
6	1155	1551	1889	2897	3441	3442
6	137	574	658	931	3066	3650
6	105	292	407	901	3318	3359
6	275	2672	3038	3107	3400	3427
6	709	767	1026	1154	3185	3569
6	370	585	600	800	1182	1506
6	1108	1285	1848	2139	2986	3298
6	768	1047	1211	1229	1305	2917
6	936	1570	2348	2865	3417	3937
6	561	1596	1952	2106	2558	2807
6	299	543	1611	2059	2753	3821
6	20	182	369	1438	2153	3084
6	809	1159	2213	2518	2738	3583
6	1384	1736	1930	2095	2962	3257
6	926	1450	2433	2476	3228	3301
6	1118	1397	2352	3474	3597	3852
6	359	454	779	3200	3221	3307
6	326	798	1318	2711	2771	2885
6	1056	1381	1855	2573	2583	3855
6	222	848	1430	2017	2180	2839
6	79	240	759	2489	3091	3529
6	644	1456	2601	3149	3202	3227
6	3	23	277	1135	2643	3272
6	249	895	1349	2237	3127	3204
6	670	841	894	1477	2201	2895
6	88	1325	1628	1875	2961	3728
6	1593	1994	3557	3629	3733	3843
6	972	1215	1570	2485	2718	2725
6	200	232	414	452	1188	2242
6	343	1138	1646	2511	3041	3400
6	819	1277	1581	2084	2253	2374
6	1093	1682	2229	3098	3338	3909
6	455	1651	2271	3202	3525	3575
6	986	1199	2234	2559	3003	3858
6	235	941	1182	1390	1831	2463
6	1463	1500	1515	1595	2238	3242
6	634	1704	1846	1948	3198	3809
6	217	1160	1216	1448	3605	3684
6	631	841	1535	2160	3396	3649
6	982	1417	1584	3122	3277	3534
6	28	3326	3410	3521	3543	3983
6	1168	2956	2965	3183	3680	3851
6	1395	3679	3776	3799	3808	3908
6	42	223	377	1954	2145	3593
6	771	1259	1483	1813	2031	3986
6	1157	1537	1755	2758	2777	2925
6	243	534	924	1034	1362	2652
6	20	105	1394	3205	3219	3638
6	1002	1455	2320	2729	3062	3966
6	75	860	1209	2037	2898	3397
6	1052	1676	1948	2020	2423	3091
6	556	1498	2302	2515	3005	3177
6	253	773	1898	2867	3234	3350
6	1172	1234	2413	2617	2628	2966
6	478	768	938	1257	3571	3843
6	489	1513	3373	3737	3801	3835
6	1725	2347	2937	3432	3825	3850
6	173	1475	1813	2307	2904	3875
6	275	987	1775	2682	3537	3576
6	852	1272	1389	1786	1864	3014
6	354	968	1082	2077	2952	3612
6	79	460	1592	1648	1882	3775
6	1142	1483	1694	1858	2859	3505
6	1548	1723	1785	2376	2406	3955
6	1	318	737	2252	2503	3677
6	583	658	1845	2900	3090	3826
6	444	554	891	920	2006	3717
6	135	184	1446	1692	1744	3992
6	556	1413	2615	2671	2966	3321
6	614	1251	1593	2835	2915	3945
6	744	1515	2345	2834	3470	3987
6	491	609	713	1598	1622	2001
6	923	935	2099	2325	3171	3471
6	961	1030	1376	1556	1785	3769
6	529	676	1127	2361	2793	3768
6	210	967	1946	2428	3069	3926
6	1488	2175	2226	3140	3330	3388
6	308	714	1714	1959	3854	3913
6	1416	1820	2793	3333	3469	3810
6	371	1978	2162	2344	2625	2689
6	781	826	1027	1392	2222	2967
6	30	190	735	1105	2281	3250
6	125	1980	2514	2582	3229	3787
6	160	973	1029	2194	3175	3547
6	153	849	1077	1164	3208	3898
6	81	138	1237	1634	3164	3785
6	957	1200	1611	1919	2248	3701
6	342	425	2280	2345	3199	3513
6	66	655	897	1880	3488	3753
6	536	684	1058	1189	2241	3554
6	723	945	1230	2034	3899	3924
6	971	1118	2005	3239	3499	3622
6	201	1784	2206	2315	3101	3835
6	435	817	969	1054	1349	3948
6	1447	2546	3217	3281	3283	3558
6	956	2017	2220	3019	3139	3322
6	469	632	1255	1700	3594	3948
6	206	1349	1783	2064	2843	3989
6	71	821	1482	2672	2730	3727
6	82	1043	1599	1677	1713	3009
6	1733	2221	3273	3372	3456	3930
6	236	272	598	1421	2103	3138
6	712	2481	3205	3706	3727	3783
6	1006	1910	2735	3017	3574	3720
6	456	1512	1670	3018	3482	3728
6	21	265	1067	3176	3333	3665
6	805	1357	1885	2461	2465	3793
6	319	711	2347	2931	3350	3670
6	137	155	1621	2174	2984	3543
6	693	1210	1240	1274	1794	3859
6	525	1340	1420	1586	3036	3695
6	305	490	530	1321	1782	2614
6	405	473	1852	1982	3243	3591
6	406	1057	1519	1585	2188	2521
6	709	854	1203	1928	2308	3339
6	672	948	1390	1466	1655	2673
6	231	480	590	748	2327	3425
6	234	740	1151	2113	2426	2514
6	121	521	1807	1816	2773	3977
6	577	1308	2737	3365	3794	3962
6	445	2378	2956	3147	3433	3994
6	1099	1425	3074	3564	3705	3855
6	579	1270	1374	2177	2284	2849
6	132	360	484	1949	2338	2585
6	1008	1559	1773	2343	3511	3922
6	382	1430	1799	2847	3519	3782
6	649	680	2886	3591	3888	3939
6	327	375	2674	2706	2878	3777
6	317	1095	1466	2259	2831	3112
6	203	859	1373	1724	2189	2277
6	1179	3043	3201	3245	3366	3937
6	716	1298	1855	2167	3090	3308
6	551	595	1489	2723	3374	3584
6	745	2095	2354	2507	3884	3915
6	342	600	755	1176	1970	3364
6	11	583	624	754	1672	3841
6	565	1534	1673	1823	2536	2774
6	354	548	1088	1818	2056	3990
6	1053	1056	1468	1705	2157	3812
6	298	1114	2453	2578	3659	3959
6	266	806	1711	1848	2026	3894
6	62	213	447	2043	2562	2742
6	335	1537	1601	1808	2496	3596
6	954	1003	1084	2472	2566	3695
6	691	1279	1472	2204	3760	3903
6	7	46	506	563	783	3015
6	1219	2471	2826	2964	3145	3986
6	98	1207	2092	2647	3396	3817
6	117	1327	1735	2267	3837	3915
6	37	307	563	1202	1313	3149
6	330	898	1614	1953	2096	2816
6	1070	1780	1993	2583	3361	3967
6	407	1607	1744	2608	3489	3806
6	1227	1485	1517	2416	2897	3669
6	481	682	1018	1211	2636	3630
6	171	1040	1412	1747	3419	3682
6	61	990	1557	2607	3141	3781
6	323	373	1564	1762	2197	2788
6	0	214	298	612	2081	3096
6	875	1130	1886	2076	2122	2312
6	1404	1723	2427	2501	2566	3299
6	1028	1162	1190	2319	2393	3295
6	35	861	925	1239	3167	3489
6	317	1141	1371	1787	2521	3485
6	923	1270	1648	1910	2391	3427
6	482	683	2500	2509	2674	3170
6	86	635	1107	2528	2873	2929
6	28	467	1065	1463	2492	3596
6	146	710	1500	2613	2933	3395
6	78	1132	1305	1812	2652	3895
6	59	846	1574	1900	2397	2917
6	406	2427	2648	2673	2939	3900
6	457	677	1045	1286	2248	3700
6	1320	2005	2292	2579	3677	3981
6	560	1060	1098	1357	2568	2604
6	1364	2427	2438	3075	3779	3904
